Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Heart_Rate_Reserve,Water_Intake_Per_Hour,Calories_Per_Hour,BMI_Category
50,Male,57.1,1.91,184,131,68,1.09,707.0,Yoga,29.5,2.7,4,2,15.65,116,2.477064220183486,648.6238532110091,Underweight
18,Male,68.1,1.8,174,153,50,1.1,926.0,Yoga,25.4,3.3,4,2,21.02,124,2.9999999999999996,841.8181818181818,Healthy Weight
36,Male,69.2,1.65,165,126,65,1.23,852.0,Strength,27.2,2.7,3,1,25.42,100,2.1951219512195124,692.6829268292684,Overweight
19,Female,65.2,1.52,188,130,71,1.23,800.0,Cardio,30.6,2.4,3,1,28.22,117,1.951219512195122,650.4065040650406,Overweight
43,Male,108.6,1.73,174,150,66,1.33,988.0,Cardio,28.5,2.2,2,1,36.29,108,1.6541353383458648,742.8571428571428,Obesity
49,Female,40.0,1.65,188,148,74,1.03,686.0,Yoga,34.3,2.5,3,2,14.69,114,2.4271844660194173,666.0194174757281,Underweight
23,Female,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3,1,16.78,96,3.214285714285714,660.7142857142857,Underweight
49,Female,68.3,1.52,177,150,60,1.45,979.0,Strength,29.4,1.8,4,2,29.56,117,1.2413793103448276,675.1724137931035,Overweight
21,Male,88.4,1.6,198,121,67,1.71,1138.0,HIIT,12.0,3.5,4,3,34.53,131,2.046783625730994,665.4970760233919,Obesity
28,Male,66.0,1.9,175,158,56,1.18,1025.0,HIIT,24.1,3.0,3,1,18.28,119,2.5423728813559325,868.6440677966102,Underweight
34,Male,71.9,1.64,170,134,67,1.26,929.0,Cardio,21.3,2.1,4,2,26.73,103,1.6666666666666667,737.3015873015873,Overweight
55,Male,75.6,1.71,173,130,57,1.03,663.0,Strength,28.1,2.0,4,2,25.85,116,1.941747572815534,643.6893203883495,Overweight
41,Female,63.4,1.59,162,153,55,1.84,1267.0,HIIT,15.2,2.7,5,3,25.08,107,1.4673913043478262,688.5869565217391,Overweight
22,Female,71.6,1.77,197,158,56,1.49,1177.0,Yoga,30.3,1.8,3,1,22.85,141,1.2080536912751678,789.9328859060403,Healthy Weight
51,Female,57.4,1.77,177,123,72,1.08,598.0,Yoga,31.6,2.1,4,2,18.32,105,1.9444444444444444,553.7037037037037,Underweight
23,Male,83.8,1.99,179,130,71,1.79,1280.0,Cardio,11.0,3.5,4,3,21.16,108,1.9553072625698324,715.0837988826815,Healthy Weight
39,Female,55.9,1.71,184,148,59,1.95,1443.0,Yoga,19.5,2.7,5,3,19.12,125,1.3846153846153848,740.0,Healthy Weight
28,Male,87.0,1.76,197,121,60,1.2,799.0,Yoga,28.4,3.5,3,2,28.09,137,2.916666666666667,665.8333333333334,Overweight
33,Female,65.3,1.71,172,135,74,1.18,796.0,HIIT,29.7,2.5,4,2,22.33,98,2.1186440677966103,674.5762711864407,Healthy Weight
50,Male,45.4,1.67,163,158,62,1.37,1071.0,Yoga,24.1,2.8,4,2,16.28,101,2.043795620437956,781.7518248175182,Underweight
26,Male,87.1,1.87,173,132,58,1.71,1241.0,Yoga,11.2,3.5,4,3,24.91,115,2.046783625730994,725.7309941520468,Healthy Weight
23,Female,78.6,1.73,192,156,56,1.47,1147.0,HIIT,32.3,1.5,4,2,26.26,136,1.0204081632653061,780.2721088435375,Overweight
33,Female,78.0,1.71,187,136,58,1.08,734.0,Cardio,26.3,2.1,3,1,26.67,129,1.9444444444444444,679.6296296296296,Overweight
46,Female,58.0,1.53,196,140,62,1.83,1153.0,Cardio,18.4,2.7,4,3,24.78,134,1.4754098360655739,630.0546448087431,Healthy Weight
20,Female,71.3,1.69,167,163,52,1.28,1043.0,Strength,33.4,2.3,3,2,24.96,115,1.7968749999999998,814.84375,Healthy Weight
37,Male,49.1,1.74,193,138,52,1.11,842.0,Yoga,22.3,2.6,3,2,16.22,141,2.3423423423423424,758.5585585585585,Underweight
53,Female,78.3,1.65,164,126,50,1.24,703.0,HIIT,33.7,1.6,3,1,28.76,114,1.2903225806451615,566.9354838709678,Overweight
36,Female,57.3,1.64,164,157,70,1.13,887.0,Strength,25.3,1.8,4,2,21.3,94,1.5929203539823011,784.9557522123895,Healthy Weight
43,Female,48.4,1.61,190,127,69,1.28,732.0,Cardio,34.1,2.4,2,1,18.67,121,1.875,571.875,Healthy Weight
20,Male,76.4,1.62,168,132,51,1.35,980.0,Cardio,21.2,2.6,4,2,29.11,117,1.9259259259259258,725.9259259259259,Overweight
36,Male,110.2,1.77,191,156,74,1.19,1021.0,HIIT,26.5,3.4,2,1,35.18,117,2.857142857142857,857.983193277311,Obesity
37,Female,72.9,1.76,192,121,52,1.21,732.0,Strength,27.5,1.9,3,2,23.53,140,1.5702479338842974,604.9586776859504,Healthy Weight
49,Male,82.1,1.86,162,160,64,1.87,1481.0,Strength,14.2,3.5,4,3,23.73,98,1.8716577540106951,791.9786096256684,Healthy Weight
24,Female,58.9,1.76,189,130,73,0.63,410.0,HIIT,30.1,1.7,3,1,19.01,116,2.698412698412698,650.7936507936508,Healthy Weight
58,Male,82.2,1.87,171,143,55,1.57,1111.0,HIIT,10.7,3.5,4,3,23.51,116,2.229299363057325,707.6433121019109,Healthy Weight
50,Male,96.7,1.72,188,125,62,1.46,903.0,Strength,25.7,2.7,3,2,32.69,126,1.8493150684931507,618.4931506849315,Obesity
57,Male,81.4,1.86,162,145,70,1.8,1292.0,Cardio,12.0,3.5,5,3,23.53,92,1.9444444444444444,717.7777777777777,Healthy Weight
56,Male,107.8,1.73,185,126,50,1.09,680.0,Yoga,26.6,2.8,3,2,36.02,135,2.568807339449541,623.8532110091743,Obesity
35,Female,65.8,1.62,189,158,69,1.0,790.0,Cardio,33.8,1.5,4,2,25.07,120,1.5,790.0,Overweight
57,Female,68.5,1.56,168,138,68,1.45,900.0,HIIT,29.1,1.6,4,2,28.15,100,1.103448275862069,620.6896551724138,Overweight
18,Female,63.9,1.59,185,125,50,1.87,1169.0,Strength,16.4,2.7,4,3,25.28,135,1.4438502673796791,625.1336898395722,Overweight
28,Male,76.3,1.62,161,162,70,1.16,1034.0,Strength,20.1,2.3,3,2,29.07,91,1.9827586206896552,891.3793103448277,Overweight
45,Female,44.5,1.65,162,148,71,1.44,959.0,Yoga,30.7,1.6,3,1,16.35,91,1.1111111111111112,665.9722222222223,Underweight
42,Female,50.7,1.75,163,162,51,1.29,940.0,Strength,29.0,1.9,3,2,16.56,112,1.4728682170542635,728.6821705426356,Underweight
40,Female,55.1,1.61,184,158,64,1.55,1224.0,Yoga,16.9,2.7,4,3,21.26,120,1.7419354838709677,789.6774193548387,Healthy Weight
48,Male,73.7,1.61,172,121,63,1.36,815.0,Cardio,21.8,3.6,4,2,28.43,109,2.6470588235294117,599.2647058823529,Overweight
47,Male,55.6,1.77,198,138,68,1.2,820.0,Cardio,24.3,2.9,4,2,17.75,130,2.4166666666666665,683.3333333333334,Underweight
59,Male,86.9,1.76,194,123,60,1.13,688.0,Strength,29.8,3.1,3,2,28.05,134,2.7433628318584073,608.849557522124,Overweight
52,Female,60.3,1.68,182,125,64,1.6,900.0,Strength,16.5,2.7,4,3,21.36,118,1.6875,562.5,Healthy Weight
24,Female,40.4,1.64,168,168,55,0.99,832.0,HIIT,31.0,1.9,2,1,15.02,113,1.9191919191919191,840.4040404040404,Underweight
33,Female,78.5,1.66,161,156,69,1.29,1006.0,HIIT,32.8,1.9,4,2,28.49,92,1.4728682170542635,779.8449612403101,Overweight
43,Male,102.6,1.72,190,147,58,0.82,597.0,Strength,27.5,2.0,2,1,34.68,132,2.4390243902439024,728.048780487805,Obesity
19,Male,110.8,1.91,161,149,54,1.31,1074.0,Strength,23.3,2.9,2,1,30.37,107,2.213740458015267,819.8473282442748,Obesity
18,Female,60.9,1.79,191,126,69,1.11,699.0,Cardio,31.1,2.1,2,1,19.01,122,1.8918918918918919,629.7297297297297,Healthy Weight
29,Male,55.7,1.61,177,128,51,1.41,993.0,Strength,28.7,2.3,3,1,21.49,126,1.6312056737588652,704.2553191489362,Healthy Weight
22,Male,110.5,1.92,172,144,55,1.16,919.0,HIIT,20.2,3.3,3,2,29.98,117,2.844827586206897,792.2413793103449,Overweight
54,Male,55.2,1.71,164,152,67,0.77,579.0,Cardio,24.4,2.8,2,1,18.88,97,3.6363636363636362,751.9480519480519,Healthy Weight
49,Male,46.5,1.72,169,120,72,1.4,832.0,Yoga,22.2,2.6,4,2,15.72,97,1.8571428571428574,594.2857142857143,Underweight
26,Female,70.9,1.66,184,125,68,0.81,506.0,HIIT,28.9,1.7,3,1,25.73,116,2.0987654320987654,624.6913580246913,Overweight
58,Male,74.6,1.75,193,137,58,1.09,739.0,HIIT,24.2,2.9,2,1,24.36,135,2.660550458715596,677.9816513761467,Healthy Weight
52,Male,45.1,1.72,196,129,70,0.93,594.0,Cardio,27.5,3.3,2,1,15.24,126,3.548387096774193,638.7096774193548,Underweight
36,Male,99.9,1.99,189,147,73,1.33,1075.0,Yoga,20.9,2.5,3,1,25.23,116,1.8796992481203008,808.2706766917292,Overweight
33,Male,117.0,1.61,166,130,55,1.04,744.0,HIIT,25.1,2.4,3,2,45.14,111,2.3076923076923075,715.3846153846154,Obesity
20,Female,75.9,1.73,165,152,63,1.39,1056.0,Strength,30.6,2.1,4,2,25.36,102,1.510791366906475,759.7122302158274,Overweight
37,Female,71.2,1.64,162,120,73,1.11,666.0,HIIT,29.9,1.7,3,2,26.47,89,1.5315315315315314,600.0,Overweight
41,Male,78.8,1.72,172,132,62,1.01,660.0,Cardio,27.3,3.1,4,2,26.64,110,3.0693069306930694,653.4653465346535,Overweight
50,Male,50.6,1.69,162,156,60,1.31,1012.0,Cardio,23.8,3.0,2,1,17.72,102,2.2900763358778624,772.5190839694657,Underweight
41,Male,82.5,1.79,185,139,61,1.69,1163.0,Cardio,14.7,3.5,4,3,25.75,124,2.0710059171597632,688.1656804733728,Overweight
28,Male,108.5,1.79,183,120,68,1.33,878.0,HIIT,24.8,2.1,4,2,33.86,115,1.5789473684210527,660.1503759398496,Obesity
25,Male,49.9,1.98,165,122,68,1.15,772.0,Yoga,25.7,2.1,3,2,12.73,97,1.8260869565217392,671.304347826087,Underweight
53,Male,125.1,1.91,171,137,70,0.52,353.0,Strength,28.3,3.1,2,1,34.29,101,5.961538461538462,678.8461538461538,Obesity
55,Female,79.7,1.66,195,160,68,1.06,763.0,Cardio,27.8,1.9,2,1,28.92,127,1.792452830188679,719.8113207547169,Overweight
57,Male,126.8,1.63,161,133,73,0.96,632.0,Yoga,20.8,2.1,2,1,47.72,88,2.1875,658.3333333333334,Obesity
37,Female,54.6,1.57,170,150,62,1.31,982.0,Strength,32.1,2.4,3,1,22.15,108,1.83206106870229,749.618320610687,Healthy Weight
52,Female,47.8,1.54,198,146,63,1.34,880.0,Cardio,29.8,1.9,3,2,20.16,135,1.417910447761194,656.7164179104477,Healthy Weight
42,Male,97.9,1.91,193,136,73,1.01,680.0,Strength,29.0,2.8,3,2,26.84,120,2.772277227722772,673.2673267326733,Overweight
52,Female,63.1,1.54,185,165,67,1.36,1010.0,Strength,34.8,1.8,3,2,26.61,118,1.3235294117647058,742.6470588235294,Overweight
42,Female,72.4,1.69,177,148,61,1.07,713.0,Yoga,29.0,2.3,3,2,25.35,116,2.1495327102803734,666.3551401869158,Overweight
46,Female,58.9,1.7,180,155,53,1.52,1060.0,Strength,17.1,2.7,4,3,20.38,127,1.7763157894736843,697.3684210526316,Healthy Weight
35,Female,50.4,1.6,195,156,59,1.03,803.0,Cardio,29.1,1.9,4,2,19.69,136,1.8446601941747571,779.6116504854368,Healthy Weight
35,Female,64.2,1.59,199,145,66,1.63,1182.0,Yoga,16.6,2.7,5,3,25.39,133,1.6564417177914113,725.1533742331288,Overweight
19,Female,58.8,1.77,181,136,53,1.4,952.0,HIIT,32.8,2.7,2,1,18.77,128,1.9285714285714288,680.0,Healthy Weight
52,Male,105.2,1.62,189,141,61,1.36,949.0,HIIT,27.6,3.2,3,1,40.09,128,2.3529411764705883,697.7941176470588,Obesity
33,Female,45.9,1.5,189,144,62,0.92,662.0,Yoga,29.8,1.7,3,1,20.4,127,1.8478260869565215,719.5652173913044,Healthy Weight
58,Female,65.2,1.63,167,121,53,1.12,610.0,HIIT,25.4,2.0,3,2,24.54,114,1.7857142857142856,544.6428571428571,Healthy Weight
53,Female,56.3,1.79,193,141,59,1.52,964.0,Strength,16.5,2.7,5,3,17.57,134,1.7763157894736843,634.2105263157895,Underweight
50,Male,90.0,1.7,168,124,74,0.81,497.0,Cardio,22.9,2.7,2,1,31.14,94,3.3333333333333335,613.5802469135803,Obesity
21,Female,60.0,1.7,179,123,52,1.97,1212.0,Strength,19.1,2.7,5,3,20.76,127,1.3705583756345179,615.2284263959391,Healthy Weight
50,Male,51.5,1.71,199,155,64,1.48,1136.0,Yoga,20.9,2.9,2,1,17.61,135,1.9594594594594594,767.5675675675676,Underweight
31,Female,63.1,1.64,184,125,51,1.54,962.0,Cardio,19.0,2.7,4,3,23.46,133,1.7532467532467533,624.6753246753246,Healthy Weight
38,Male,91.5,1.77,178,140,74,0.8,616.0,Yoga,26.7,3.4,2,1,29.21,104,4.25,770.0,Overweight
37,Male,48.7,1.67,164,132,74,1.39,1009.0,Yoga,27.3,3.0,2,1,17.46,90,2.1582733812949644,725.8992805755396,Underweight
25,Female,57.8,1.56,170,156,66,1.35,1053.0,Yoga,29.3,1.6,3,2,23.75,104,1.1851851851851851,780.0,Healthy Weight
24,Female,42.0,1.75,174,144,55,0.83,598.0,Strength,31.8,2.3,3,1,13.71,119,2.7710843373493974,720.4819277108434,Underweight
20,Male,128.4,1.92,167,145,57,0.63,502.0,Cardio,26.1,2.0,2,1,34.83,110,3.1746031746031744,796.8253968253969,Obesity
34,Female,74.2,1.57,178,158,52,1.47,1161.0,Cardio,32.7,2.4,3,1,30.1,126,1.6326530612244898,789.795918367347,Obesity
50,Male,89.6,1.68,182,139,74,1.79,1232.0,Cardio,12.2,3.5,5,3,31.75,108,1.9553072625698324,688.268156424581,Obesity
29,Male,125.9,2.0,186,152,67,1.36,1137.0,Strength,24.7,3.1,4,2,31.48,119,2.2794117647058822,836.0294117647059,Obesity
39,Male,105.5,1.99,199,133,71,0.81,593.0,HIIT,26.4,2.5,2,1,26.64,128,3.0864197530864197,732.0987654320987,Overweight
39,Male,93.4,1.7,191,155,50,1.1,938.0,Strength,21.1,2.5,4,2,32.32,141,2.2727272727272725,852.7272727272726,Obesity
47,Male,82.1,1.84,185,136,65,1.37,922.0,Strength,24.4,3.4,4,2,24.25,120,2.481751824817518,672.9927007299269,Healthy Weight
55,Female,42.9,1.69,186,140,56,0.9,567.0,Yoga,34.7,2.4,2,1,15.02,130,2.6666666666666665,630.0,Underweight
55,Male,128.4,1.68,178,165,52,1.13,923.0,Cardio,20.4,2.6,4,2,45.49,126,2.300884955752213,816.8141592920355,Obesity
25,Male,112.4,1.96,188,135,72,1.42,1054.0,Cardio,23.2,2.5,2,1,29.26,116,1.7605633802816902,742.2535211267606,Overweight
44,Female,77.7,1.79,198,165,53,1.41,1047.0,HIIT,28.1,2.2,3,1,24.25,145,1.5602836879432627,742.5531914893618,Healthy Weight
44,Male,89.3,1.99,192,135,58,1.4,936.0,HIIT,26.3,2.0,4,2,22.55,134,1.4285714285714286,668.5714285714287,Healthy Weight
51,Female,70.3,1.55,178,139,54,1.4,876.0,Yoga,26.1,1.6,3,1,29.26,124,1.142857142857143,625.7142857142858,Overweight
38,Female,59.1,1.72,196,148,68,1.07,792.0,Cardio,31.3,1.7,3,2,19.98,128,1.588785046728972,740.1869158878504,Healthy Weight
47,Female,49.9,1.69,178,147,64,1.48,979.0,HIIT,26.0,1.7,3,2,17.47,114,1.1486486486486487,661.4864864864865,Underweight
50,Male,101.7,1.67,192,127,57,0.53,333.0,HIIT,20.9,2.9,2,1,36.47,135,5.471698113207546,628.3018867924528,Obesity
45,Male,93.0,1.91,175,143,55,1.03,729.0,Cardio,27.3,3.7,3,2,25.49,120,3.592233009708738,707.7669902912621,Overweight
50,Male,87.4,1.6,182,122,67,0.77,465.0,Strength,23.2,3.1,2,1,34.14,115,4.025974025974026,603.8961038961039,Obesity
22,Female,55.1,1.61,166,144,68,1.62,1166.0,HIIT,19.9,2.7,4,3,21.26,98,1.6666666666666667,719.753086419753,Healthy Weight
36,Male,123.7,1.69,185,138,73,1.3,987.0,Cardio,20.4,2.1,4,2,43.31,112,1.6153846153846154,759.2307692307692,Obesity
21,Female,61.3,1.57,191,152,64,1.94,1474.0,HIIT,17.2,2.7,4,3,24.87,127,1.3917525773195878,759.7938144329897,Healthy Weight
52,Male,72.3,1.94,171,121,56,1.46,874.0,Yoga,21.1,2.9,3,2,19.21,115,1.9863013698630136,598.6301369863014,Healthy Weight
34,Female,69.2,1.53,167,134,59,1.36,911.0,HIIT,28.5,2.1,2,1,29.56,108,1.5441176470588236,669.8529411764705,Overweight
45,Male,81.4,1.61,164,141,55,1.14,796.0,Cardio,30.0,2.2,4,2,31.4,109,1.929824561403509,698.2456140350878,Obesity
47,Male,84.8,1.86,187,129,63,1.85,1181.0,HIIT,14.4,3.5,5,3,24.51,124,1.8918918918918919,638.3783783783783,Healthy Weight
46,Male,55.1,1.72,164,137,66,1.43,970.0,Yoga,20.5,3.6,3,2,18.62,98,2.5174825174825175,678.3216783216784,Healthy Weight
23,Female,59.0,1.78,185,141,58,1.67,1177.0,Yoga,17.8,2.7,5,3,18.62,127,1.6167664670658684,704.7904191616767,Healthy Weight
52,Female,64.9,1.51,164,165,68,1.83,1359.0,HIIT,18.2,2.7,4,3,28.46,96,1.4754098360655739,742.6229508196722,Overweight
58,Male,109.7,1.75,181,168,54,1.01,840.0,HIIT,22.1,2.7,2,1,35.82,127,2.6732673267326734,831.6831683168317,Obesity
54,Male,78.4,1.9,174,146,72,0.81,585.0,Yoga,21.5,3.7,2,1,21.72,102,4.567901234567901,722.2222222222222,Healthy Weight
41,Female,76.7,1.79,172,132,56,1.4,832.0,Yoga,34.0,2.0,4,2,23.94,116,1.4285714285714286,594.2857142857143,Healthy Weight
46,Female,63.1,1.61,187,152,68,1.0,684.0,Strength,34.7,2.2,4,2,24.34,119,2.2,684.0,Healthy Weight
48,Female,62.9,1.58,192,124,69,1.98,1105.0,Strength,20.0,2.7,4,3,25.2,123,1.3636363636363638,558.0808080808081,Overweight
52,Male,85.6,1.74,182,145,56,1.84,1321.0,Yoga,13.9,3.5,4,3,28.27,126,1.9021739130434783,717.9347826086956,Overweight
50,Female,66.3,1.57,192,132,73,1.25,742.0,HIIT,31.6,1.6,2,1,26.9,119,1.28,593.6,Overweight
38,Male,61.3,1.97,177,146,51,1.37,1100.0,Cardio,23.5,2.8,3,1,15.8,126,2.043795620437956,802.9197080291971,Underweight
49,Female,44.1,1.65,189,133,74,1.16,694.0,HIIT,26.7,1.8,4,2,16.2,115,1.5517241379310347,598.2758620689656,Underweight
40,Male,63.8,1.62,185,143,72,1.3,1022.0,HIIT,20.8,3.4,2,1,24.31,113,2.6153846153846154,786.1538461538461,Healthy Weight
50,Female,55.4,1.55,175,122,65,1.85,1016.0,Strength,18.5,2.7,4,3,23.06,110,1.4594594594594594,549.1891891891892,Healthy Weight
20,Female,74.7,1.58,172,166,62,1.04,863.0,Strength,32.8,2.4,3,2,29.92,110,2.3076923076923075,829.8076923076923,Overweight
35,Female,78.0,1.67,198,168,57,1.13,949.0,Strength,33.3,2.5,4,2,27.97,141,2.212389380530974,839.8230088495576,Overweight
42,Female,57.5,1.67,192,149,55,1.14,764.0,Yoga,34.1,2.4,2,1,20.62,137,2.1052631578947367,670.1754385964913,Healthy Weight
59,Female,60.7,1.73,185,154,55,1.03,714.0,Yoga,33.8,2.5,3,2,20.28,130,2.4271844660194173,693.2038834951456,Healthy Weight
48,Male,69.0,1.74,160,167,58,1.48,1223.0,HIIT,30.0,2.3,3,2,22.79,102,1.554054054054054,826.3513513513514,Healthy Weight
20,Female,75.8,1.78,197,133,53,1.42,944.0,HIIT,27.4,2.0,4,2,23.92,144,1.4084507042253522,664.7887323943662,Healthy Weight
57,Female,75.7,1.63,161,131,60,0.69,407.0,Cardio,32.6,2.3,3,1,28.49,101,3.3333333333333335,589.8550724637681,Overweight
41,Female,71.2,1.64,165,147,54,1.42,939.0,HIIT,30.9,2.3,3,2,26.47,111,1.619718309859155,661.2676056338029,Overweight
49,Male,85.0,1.68,197,163,74,1.82,1468.0,HIIT,11.3,3.5,4,3,30.12,123,1.923076923076923,806.5934065934066,Obesity
39,Female,63.6,1.56,183,148,66,1.22,903.0,Strength,34.8,2.4,2,1,26.13,117,1.9672131147540983,740.1639344262295,Overweight
40,Male,73.2,1.94,177,162,69,0.81,722.0,Strength,29.0,2.4,2,1,19.45,108,2.962962962962963,891.358024691358,Healthy Weight
19,Female,48.3,1.52,186,136,56,0.96,653.0,Strength,26.3,1.6,2,1,20.91,130,1.6666666666666667,680.2083333333334,Healthy Weight
44,Female,42.8,1.78,167,159,64,1.49,1066.0,Strength,25.3,2.6,3,2,13.51,103,1.7449664429530203,715.4362416107383,Underweight
59,Male,88.1,1.76,187,168,74,1.35,1123.0,Strength,26.9,3.0,3,2,28.44,113,2.222222222222222,831.8518518518518,Overweight
19,Female,72.4,1.75,169,140,64,1.2,840.0,Cardio,31.0,1.7,4,2,23.64,105,1.4166666666666667,700.0,Healthy Weight
43,Male,73.2,1.88,176,142,63,1.17,822.0,Cardio,29.4,3.3,3,1,20.71,113,2.8205128205128207,702.5641025641027,Healthy Weight
34,Male,110.5,1.86,188,139,62,1.42,1086.0,Cardio,22.3,3.6,2,1,31.94,126,2.535211267605634,764.7887323943662,Obesity
57,Female,46.1,1.76,165,130,60,1.44,842.0,Strength,25.8,1.7,3,2,14.88,105,1.1805555555555556,584.7222222222223,Underweight
50,Male,90.8,1.71,173,153,62,1.07,810.0,Yoga,22.6,3.4,4,2,31.05,111,3.177570093457944,757.0093457943925,Obesity
26,Female,59.3,1.51,181,129,71,1.7,1096.0,Strength,15.1,2.7,5,3,26.01,110,1.5882352941176472,644.7058823529412,Overweight
56,Female,45.1,1.73,165,129,73,0.83,482.0,Strength,25.4,2.6,3,1,15.07,92,3.132530120481928,580.722891566265,Underweight
46,Male,45.0,1.77,185,162,58,1.48,1187.0,Cardio,29.1,3.6,3,2,14.36,127,2.4324324324324325,802.0270270270271,Underweight
59,Male,89.4,1.62,198,125,59,1.43,885.0,Strength,23.5,3.6,3,2,34.06,139,2.5174825174825175,618.8811188811189,Obesity
43,Male,127.7,1.69,171,155,53,1.14,875.0,Cardio,24.1,2.9,3,2,44.71,118,2.5438596491228074,767.5438596491229,Obesity
52,Male,70.9,1.72,194,143,66,1.31,927.0,Strength,20.2,2.6,3,2,23.97,128,1.984732824427481,707.6335877862596,Healthy Weight
42,Female,49.2,1.5,173,131,63,1.15,678.0,HIIT,27.7,1.5,3,2,21.87,110,1.3043478260869565,589.5652173913044,Healthy Weight
41,Female,62.3,1.79,181,162,73,1.99,1451.0,Yoga,19.0,2.7,5,3,19.44,108,1.35678391959799,729.1457286432161,Healthy Weight
30,Male,64.1,1.87,182,142,67,0.64,500.0,Yoga,26.2,2.1,2,1,18.33,115,3.28125,781.25,Underweight
24,Female,69.7,1.75,166,146,60,1.41,1029.0,Cardio,32.5,2.0,3,1,22.76,106,1.4184397163120568,729.7872340425532,Healthy Weight
53,Female,56.9,1.59,199,164,65,1.49,1100.0,HIIT,29.5,2.0,3,2,22.51,134,1.342281879194631,738.255033557047,Healthy Weight
37,Female,53.0,1.71,184,156,50,1.13,881.0,Yoga,28.1,1.7,4,2,18.13,134,1.504424778761062,779.6460176991151,Underweight
18,Female,72.7,1.55,172,125,56,0.84,525.0,Cardio,29.8,2.0,3,1,30.26,116,2.380952380952381,625.0,Obesity
25,Male,76.5,1.96,180,120,59,0.67,442.0,Strength,23.2,2.3,3,1,19.91,121,3.432835820895522,659.7014925373134,Healthy Weight
33,Male,113.6,1.99,169,125,58,1.38,949.0,Strength,28.4,3.4,2,1,28.69,111,2.4637681159420293,687.6811594202899,Overweight
31,Female,62.5,1.62,168,169,74,1.56,1318.0,HIIT,16.5,2.7,4,3,23.81,94,1.7307692307692308,844.8717948717948,Healthy Weight
29,Male,95.2,1.86,174,141,52,0.64,496.0,Yoga,26.6,2.5,2,1,27.52,122,3.90625,775.0,Overweight
40,Male,51.7,1.82,161,160,71,0.9,792.0,Strength,21.4,3.0,3,1,15.61,90,3.333333333333333,880.0,Underweight
32,Male,105.3,1.67,184,143,72,0.57,448.0,Cardio,26.9,2.9,3,1,37.76,112,5.087719298245615,785.9649122807018,Obesity
45,Female,71.2,1.68,172,144,63,1.37,888.0,Strength,34.1,1.6,3,1,25.23,109,1.167883211678832,648.1751824817518,Overweight
51,Female,78.1,1.51,193,134,74,0.92,555.0,Strength,31.1,2.6,3,1,34.25,119,2.8260869565217392,603.2608695652174,Obesity
19,Female,50.6,1.68,193,145,64,1.21,877.0,Yoga,30.6,2.1,3,2,17.93,129,1.7355371900826448,724.7933884297521,Underweight
49,Male,70.2,1.89,194,127,51,0.7,440.0,Yoga,29.6,2.6,3,1,19.65,143,3.714285714285715,628.5714285714286,Healthy Weight
40,Female,62.6,1.53,197,143,73,1.93,1380.0,Cardio,18.1,2.7,5,3,26.74,124,1.3989637305699483,715.0259067357513,Overweight
39,Female,60.6,1.65,162,167,63,0.92,768.0,HIIT,27.6,1.7,3,1,22.26,99,1.8478260869565215,834.7826086956521,Healthy Weight
42,Male,76.4,1.97,165,157,65,1.14,886.0,HIIT,22.9,2.6,3,2,19.69,100,2.2807017543859653,777.1929824561404,Healthy Weight
39,Female,63.3,1.71,178,125,56,1.88,1175.0,Strength,18.5,2.7,4,3,21.65,122,1.4361702127659577,625.0,Healthy Weight
39,Female,68.6,1.64,162,154,53,1.33,1024.0,Cardio,32.4,1.5,3,2,25.51,109,1.1278195488721805,769.9248120300751,Overweight
59,Male,123.3,1.88,177,161,67,1.3,1036.0,HIIT,23.0,2.6,4,2,34.89,110,2.0,796.9230769230769,Obesity
23,Male,107.0,1.94,198,120,73,1.35,891.0,HIIT,23.5,2.9,2,1,28.43,125,2.148148148148148,660.0,Overweight
32,Male,68.3,1.92,168,165,54,1.42,1289.0,Strength,29.9,3.5,2,1,18.53,114,2.4647887323943665,907.7464788732394,Healthy Weight
54,Female,47.8,1.6,171,155,55,1.19,830.0,Cardio,26.0,2.3,4,2,18.67,116,1.9327731092436975,697.4789915966387,Healthy Weight
50,Female,58.4,1.79,164,131,56,1.6,943.0,HIIT,17.0,2.7,4,3,18.23,108,1.6875,589.375,Underweight
25,Female,74.3,1.71,162,157,64,1.43,1123.0,Yoga,25.6,1.6,3,2,25.41,98,1.118881118881119,785.3146853146853,Overweight
22,Male,106.8,1.82,170,130,50,1.0,715.0,Yoga,28.2,2.3,4,2,32.24,120,2.3,715.0,Obesity
56,Male,125.5,1.8,189,131,73,1.26,817.0,Strength,20.9,2.7,4,2,38.73,116,2.142857142857143,648.4126984126984,Obesity
21,Female,55.2,1.55,163,161,53,1.37,1103.0,Strength,31.7,1.7,4,2,22.98,110,1.240875912408759,805.1094890510948,Healthy Weight
23,Female,71.4,1.72,164,169,74,1.25,1056.0,Strength,25.6,1.5,2,1,24.13,90,1.2,844.8,Healthy Weight
49,Male,77.7,1.61,160,158,50,1.03,806.0,Strength,26.7,3.4,3,2,29.98,110,3.3009708737864076,782.5242718446601,Overweight
47,Male,88.4,1.6,186,126,60,1.86,1160.0,HIIT,14.2,3.5,5,3,34.53,126,1.8817204301075268,623.6559139784946,Obesity
